AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
15436,14940,12/10/2022,12/09/2024,Health Care Clinic Exemption,ST JOHN'S INTERGRATED HEALTH,11363 SAN JOSE BLVD STE 102,,JACKSONVILLE,FL,32223,Duval,(904) 288-8993,11363 SAN JOSE BLVD STE102,,JACKSONVILLE,FL,32223,Duval,EXEMP CERTIFIED,,12/10/2020,,0,For-Profit,
26995760,,11/16/2020,,Clinical Laboratory,ST JOHNS DIRECT PRIMARY CARE,13500 SUTTON PARK DRIVE SOUTH,#403,JACKSONVILLE,FL,32224,Duval,(904) 569-7984,1431 RIVERPLACE BOULEVARD,#1004,JACKSONVILLE,FL,32207,Duval,FED CERTIFIED,,11/16/2020,,0,,
27011121,,10/17/2022,,Clinical Laboratory,ST JOHNS EYE ASSOCIATES PA,2039 HENDRICKS AVENUE UNIT 213,,JACKSONVILLE,FL,32207,Duval,(904) 622-0844,161 HAMPTON POINT DR STE 3,,SAINT AUGUSTINE,FL,32092,St. Johns,FED CERTIFIED,,10/17/2022,,0,,
18380,17743,02/13/2023,02/12/2025,Health Care Clinic Exemption,ST JOHNS INTERVENTIONAL & VASCULAR,13241 BARTRAM PARK BLVD STE 101,,JACKSONVILLE,FL,32258,Duval,(904) 402-8346,1824 KING ST STE 200,,JACKSONVILLE,FL,32204,Duval,EXEMP CERTIFIED,,02/13/2023,,0,For-Profit,
26999862,,,,Clinical Laboratory,ST JOHNS PEDIATRICS PA,9860 BEACH BLVD STE A,,JACKSONVILLE,FL,32246,Duval,(904) 642-9929,9860 BEACH BLVD STE A,,JACKSONVILLE,FL,32246,Duval,FED CERTIFIED,,,,0,,
13155,12614,09/29/2022,09/28/2024,Health Care Clinic Exemption,ST JOHNS VEIN CENTER,8767 PERIMETER PARK BLVD,,JACKSONVILLE,FL,32216,Duval,(904) 402-8346,8767 PERIMETER PARK BLVD,,JACKSONVILLE,FL,32216,Duval,EXEMP CERTIFIED,,07/21/2017,,0,For-Profit,www.stjohnsvein.com
26990563,,08/17/2022,,Clinical Laboratory,ST VINCENT'S AMBULATORY CARE INC,14810 OLD ST AUGUSTINE RD - STE 208,,JACKSONVILLE,FL,32258,Duval,(904) 645-6767,14810 OLD ST AUGUSTINE RD STE 208,,JACKSONVILLE,FL,32258,Duval,FED CERTIFIED,,02/14/2020,,0,,
26992435,,08/17/2022,,Clinical Laboratory,ST VINCENT'S AMBULATORY CARE INC,10058 BAYMEADOWS ROAD,,JACKSONVILLE,FL,32256,Duval,(904) 450-8288,10058 BAYMEADOWS ROAD,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,02/13/2020,,0,,
26995236,,08/08/2022,,Clinical Laboratory,ST VINCENT'S AMBULATORY CARE INC,2332 RIVERSIDE AVENUE,,JACKSONVILLE,FL,32204,Duval,(904) 450-8720,2332 RIVERSIDE AVENUE,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,10/19/2020,,0,,
2968,15603,06/10/2021,06/09/2023,Health Care Clinic Exemption,ST VINCENT'S FAMILY MEDICINE CENTER,1 SHIRCLIFF WAY,,JACKSONVILLE,FL,32204,Duval,,2627 RIVERSIDE AVE,,JACKSONVILLE,FL,32204,Duval,EXEMP CERTIFIED,,10/31/2018,,0,For-Profit,
2966,15459,05/05/2021,05/04/2023,Health Care Clinic Exemption,ST VINCENT'S MOBILE HEALTH OUTREACH MINISTRY,3 SHIRCLIFF WAY STE 3300,,JACKSONVILLE,FL,32204,Duval,,3 SHIRCLIFF WAY STE 3300,,JACKSONVILLE,FL,32204,Duval,EXEMP CERTIFIED,,05/05/2021,,0,For-Profit,
26933830,,08/08/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC,858 MONUMENT RD  STE B,DBA ASCENSION MEDICAL GROUP ST VINCENTS,JACKSONVILLE,FL,32225,Duval,(904) 241-5331,858 MONUMENT RD,SUITE B,JACKSONVILLE,FL,32225,Duval,FED CERTIFIED,,06/19/1997,,0,For-Profit,
26986812,,09/24/2018,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC,6488 103 RD STREET  STE B,,JACKSONVILLE,FL,32210,Duval,(904) 777-0616,6488 103 RD STREET  STE B,,JACKSONVILLE,FL,32210,Duval,FED CERTIFIED,,09/07/2018,,0,,
26987735,,11/15/2018,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC,2771 MONUMENT RD STE 33,,JACKSONVILLE,FL,32225,Duval,(904) 645-6797,2771 MONUMENT RD STE 33,,JACKSONVILLE,FL,32225,Duval,FED CERTIFIED,,11/30/2018,,0,,
26989815,,08/12/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC,4205 BELFORT RD - STE 3075,DBA ASCENSION MEDICAL GROUP ST VINCENTS,JACKSONVILLE,FL,32216,Duval,(904) 308-7790,4205 BELFORT RD - STE 3075,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,05/31/2019,,0,,
26989819,,08/12/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC,2 SHIRCLIFF WAY - STE 300,DBA ASCENSION MEDICAL GROUP ST VINCENTS,JACKSONVILLE,FL,32204,Duval,(904) 308-2006,2 SHIRCLIFF WAY - STE 300,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,05/29/2019,,0,,
26998356,,08/12/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC,3 SHIRCLIFF WAY - STE 3300,MOBILE HEALTH OUTREACH MINISTRY,JACKSONVILLE,FL,32204,Duval,(904) 308-7911,3 SHIRCLIFF WAY - STE 3300,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,,,0,,
26974431,,08/15/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST,1760 W EDGEWOOD AVE STE B,,JACKSONVILLE,FL,32208,Duval,(904) 358-8480,1760 WEST EDGEWOOD AVENUE SUITE B,,JACKSONVILLE,FL,32208,Duval,FED CERTIFIED,FIRST COAST PRIMARY INC,10/01/2007,,0,For-Profit,
26989814,,08/15/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST,3 SHIRCLIFF WAY STE 330,,JACKSONVILLE,FL,32204,Duval,(904) 384-7370,3 SHIRCLIFF WAY SUITE 330,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,05/31/2019,,0,,
26791917,,08/11/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,1824 KING ST STE 300,ATTN DIANE CATLIN,JACKSONVILLE,FL,32204,Duval,(904) 388-1820,1824 KING STREET,SUITE 300,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,SOUTHERN HEART GROUP PA,03/04/2008,,0,For-Profit,
26971636,,08/11/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,6488 103RD ST STE B,,JACKSONVILLE,FL,32210,Duval,(904) 777-0616,6488 103RD STREET,SUITE B,JACKSONVILLE,FL,32210,Duval,FED CERTIFIED,FIRST COAST PRIMARY INC,10/01/2007,,0,For-Profit,
26987387,,08/11/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,1702 OSCEOLA ST,,JACKSONVILLE,FL,32204,Duval,(904) 388-6770,1702 OSCEOLA STREET,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,01/08/2019,,0,,
26987739,,08/11/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,6699 GATE PARKWAY STE B,,JACKSONVILLE,FL,32256,Duval,(904) 308-7025,6699 GATE PARKWAY,SUITE B,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,11/30/2018,,0,,
26988703,,08/11/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,3 SHIRCLIFF WAY,SUITE 526 AND 527,JACKSONVILLE,FL,32204,Duval,(904) 450-6860,3 SHIRCLIFF WAY,SUITE 526 AND 527,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,02/06/2019,,0,,
26989786,,05/29/2019,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,425 NORTH LEE ST,STE 101 & 203,JACKSONVILLE,FL,32204,Duval,(904) 449-7288,102 WOODMONT BLVD STE 600,ASCENSION LEGAL,NASHVILLE,TN,37205,,FED CERTIFIED,,05/29/2019,,0,,
26989806,,08/11/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,4203 BELFORT RD  STE 315,,JACKSONVILLE,FL,32216,Duval,(904) 450-6860,4203 BELFORT ROAD,SUITE 315,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,05/29/2019,,0,,
26989821,,11/09/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,3200 3RD ST. SOUTH,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 450-8090,3200 3RD ST SOUTH,,JACKSONVILLE BEACH,FL,32250,Duval,FED CERTIFIED,,05/29/2019,,0,,
26989816,,08/09/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,9504 CROSSHILL BLVD  SUITE 108,,JACKSONVILLE,FL,32222,Duval,(904) 308-1192,9504 CROSSHILL BOULEVARD  STE 108,ASCENSION LEGAL,JACKSONVILLE,FL,32222,Duval,FED CERTIFIED,,05/31/2019,,0,,
26989820,,08/09/2022,,Clinical Laboratory,ST VINCENTS AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP ST V,4203 BELFORT RD STE 204,,JACKSONVILLE,FL,32216,Duval,(904) 296-4200,4203 BELFORT ROAD  STE 204,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,05/31/2019,,0,,
26987404,,11/17/2022,,Clinical Laboratory,ST VINCENTS FULL SERVICE URGENT CARE LLC,6699 GATE PKWY STE A,,JACKSONVILLE,FL,32256,Duval,(904) 450-8100,6699 GATE PARKWAY SUITE A,DBA ASCENSION  ST VINCENTS URGENT CARE,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,11/27/2018,,0,,
26989732,,11/17/2022,,Clinical Laboratory,ST VINCENTS FULL SERVICE URGENT CARE LLC,7963 NORMANDY BLVD,,JACKSONVILLE,FL,32221,Duval,(904) 786-0440,7963 NORMANDY BLVD,DBA ASCENSION  ST VINCENTS URGENT CARE,JACKSONVILLE,FL,32221,Duval,FED CERTIFIED,,05/20/2019,,0,,
26989825,,11/08/2022,,Clinical Laboratory,ST VINCENTS FULL SERVICE URGENT CARE LLC,10503 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,(904) 450-6650,10503 SAN JOSE BLVD,DBA ASCENSION  ST VINCENTS URGENT CARE,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,05/29/2019,,0,,
26989827,,08/11/2022,,Clinical Laboratory,ST VINCENTS FULL SERVICE URGENT CARE LLC,5501 ROOSEVELT BLVD,,JACKSONVILLE,FL,32244,Duval,(904) 450-8100,5501 ROOSEVELT BOULEVARD,,JACKSONVILLE,FL,32244,Duval,FED CERTIFIED,,05/31/2019,,0,,
26989828,,11/17/2022,,Clinical Laboratory,ST VINCENTS FULL SERVICE URGENT CARE LLC,6488 103RD AVE  STE A,,JACKSONVILLE,FL,32210,Duval,(904) 450-6600,6488 103RD STREET SUITE A,DBA ASCENSION  ST VINCENTS URGENT CARE,JACKSONVILLE,FL,32210,Duval,FED CERTIFIED,,06/03/2019,,0,,
27003541,,,,Clinical Laboratory,ST VINCENTS OUTPATIENT IMAGING,6488 103RD ST,,JACKSONVILLE,FL,32210,Duval,(904) 450-6980,6488 103RD ST,,JACKSONVILLE,FL,32210,Duval,FED CERTIFIED,,,,0,,
26990946,,09/05/2019,,Clinical Laboratory,ST VINCENTS OUTPATIENT IMAGING DBA OPTIMAL IMAGING,6699 GATE PKWY,,JACKSONVILLE,FL,32256,Duval,(904) 450-8180,3024 BUSINESS PARK CIR,,GOODLETTSVILLE,TN,37072,,FED CERTIFIED,,09/05/2019,,0,,
26996868,,01/04/2020,,Clinical Laboratory,ST VINCENTS OUTPATIENT IMAGING LLC,4203 BELFORT RD SUITE 103,,JACKSONVILLE,FL,32216,Duval,(615) 974-1972,4203 BELFORT RD STE 103,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,,,0,,
27000099,,,,Clinical Laboratory,ST VINCENTS OUTPATIENT IMAGING LLC,10503 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,(615) 974-1972,10503 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,,,0,,
27000100,,,,Clinical Laboratory,ST VINCENTS OUTPATIENT IMAGING LLC,2345 FORBES STREET,,JACKSONVILLE,FL,32204,Duval,(615) 974-1972,2345 FORBES STREET,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,,,0,,
27003984,,10/12/2021,,Clinical Laboratory,ST. JOHNS INTEGRATED HEALTH  INC.,11363 SAN JOSE BLVD SUITE 102B,,JACKSONVILLE,FL,32223,Duval,(904) 288-8993,11363 SAN JOSE BLVD STE 102B,,JACKSONVILLE,FL,32223,Duval,FED CERTIFIED,,10/12/2021,,0,,
27009513,,08/11/2022,,Clinical Laboratory,ST. VINCENT'S AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP,3 SHIRCLIFF WAY SUITE 714,,JACKSONVILLE,FL,32204,Duval,(904) 308-1350,3 SHIRCLIFF WAY,SUITE 714,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,03/24/2022,,0,,
27009514,,09/07/2022,,Clinical Laboratory,ST. VINCENT'S AMBULATORY CARE INC DBA ASCENSION MEDICAL GROUP,4203 BELFORT RD,SUITE 345,JACKSONVILLE,FL,32216,Duval,(904) 308-1350,4203 BELFORT ROAD SUITE 345,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,03/24/2022,,0,,
26974987,,08/16/2022,,Clinical Laboratory,ST. VINCENT'S AMBULATORY CARE  INC.,8075 GATE PKWY W STE 305,,JACKSONVILLE,FL,32216,Duval,(904) 296-2992,8075 GATE PKWY W STE 305,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,MICHELLE A MCLANAHAN MD PA,05/14/2011,MICHELLE A MCLANAHAN MD,0,For-Profit,
26996648,,08/11/2022,,Clinical Laboratory,ST. VINCENT'S AMBULATORY CARE  INC.,4205 BELFORT ROAD  SUITE 3004,,JACKSONVILLE,FL,32216,Duval,(904) 296-5785,4205 BELFORT ROAD,SUITE 3004,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,12/17/2020,,0,,
26996194,,10/21/2021,,Clinical Laboratory,STARFISH PEDIATRICS PA,4500 HODGES BLVD STE I,,JACKSONVILLE,FL,32224,Duval,(904) 347-2773,4500 HODGES BLVD STE I,,JACKSONVILLE,FL,32224,Duval,FED CERTIFIED,,,,0,,
11969068,12887,02/25/2022,02/24/2024,Assisted Living Facility,STARLING AT SAN JOSE,9075 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,(904) 510-5482,9075 SAN JOSE BLVD,STE 320,JACKSONVILLE,FL,32257,Duval,LICENSED,SSL SJTEN  LLC,12/04/2017,NORA ANN BEQUETTE,100,For-Profit,www.starlingatsanjose.com
27003946,,01/15/2021,,Clinical Laboratory,STARLING AT SAN JOSE,9075 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,(904) 510-5482,9075 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,,,0,,
26792067,,10/17/2005,,Clinical Laboratory,STEPHEN BAGNOLI AND JACK SALAH MD,3599 S UNIVERSITY BLVD #901,,JACKSONVILLE,FL,32216-4269,Duval,(904) 398-6971,3599 S UNIVERSITY BLVD #901,,JACKSONVILLE,FL,32216-4269,Duval,FED CERTIFIED,,10/17/2005,,0,For-Profit,
26978551,,11/12/2021,,Clinical Laboratory,STEPPING STONE CENTER FOR RECOVERY LLC,1815 CORPORATE SQUARE BLVD,,JACKSONVILLE,FL,32216,Duval,(954) 489-2580,1815 CORPORATE SQUARE BLVD,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,05/29/2020,,0,For-Profit,
27003349,,,,Clinical Laboratory,SULZBACHER VILLAGE CLINIC,5455 SPRINGFIELD BLVD,,JACKSONVILLE,FL,32208,Duval,(904) 256-4502,5455 SPRINGFIELD BLVD,,JACKSONVILLE,FL,32208,Duval,FED CERTIFIED,,,,0,,
26944620,,02/21/2020,,Clinical Laboratory,SUMMER BROOK FL SNF MANAGEMENT LLC,5377 MONCRIEF RD,DBA HEALTH CARE CENTER,JACKSONVILLE,FL,32209,Duval,(904) 768-1506,5377 MONCRIEF RD,DBA HEALTH CARE CENTER,JACKSONVILLE,FL,32209,Duval,FED CERTIFIED,,02/21/2020,,0,For-Profit,
42964283,30212434,08/11/2022,08/10/2024,Nurse Registry,SUMSKYE HOME CARE SERVICES,12412 SAN JOSE BLVD,,JACKSONVILLE,FL,32223,Duval,(904) 235-0880,474 HARLEY DR,,JACKSONVILLE,FL,32218,Duval,LICENSED,SUMSKYE VIRTUAL LLC,07/08/2018,KENISHA LYON,0,For-Profit,
26996126,,10/25/2022,,Clinical Laboratory,SUNCOAST NEW OPTIONS CLAUDIA DRIVE,140 CLAUDIA DR,,JACKSONVILLE,FL,32218,Duval,(352) 372-0130,2837 NW 41ST ST,,GAINESVILLE,FL,32606,Alachua,FED CERTIFIED,,11/24/2020,,0,,
25940144,4112095,07/01/2021,06/30/2023,Intermediate Care Facility for the Developmentally Disabled,SUNCOAST NEW OPTIONS CLAUDIA DRIVE  LLC,140 CLAUDIA DR,,JACKSONVILLE,FL,32218-4004,Duval,(904) 751-9442,140 CLAUDIA DRIVE,,JACKSONVILLE,FL,32218,Duval,LICENSED,SUNCOAST NEW OPTIONS CLAUDIA DRIVE  LLC,07/01/2021,RICHARD GARY,6,For-Profit,cbcare.com
26997036,,10/26/2022,,Clinical Laboratory,SUNCOAST NEW OPTIONS HIGH DESERT COURT LLC,11818 HIGH DESERT COURT,,JACKSONVILLE,FL,32218,Duval,(352) 372-0130,2837 NW 41ST ST,,JACKSONVILLE,FL,32218,Duval,FED CERTIFIED,,,,0,,
25930141,4109096,07/01/2021,06/30/2023,Intermediate Care Facility for the Developmentally Disabled,SUNCOAST NEW OPTIONS HIGH DESERT COURT  LLC,11818 HIGH DESERT CT,,JACKSONVILLE,FL,32218-3629,Duval,(904) 751-4722,11818 HIGH DESERT COURT,,JACKSONVILLE,FL,32218,Duval,LICENSED,SUNCOAST NEW OPTIONS HIGH DESERT COURT  LLC,07/01/2021,RICHARD GARY,6,For-Profit,
25930121,4097095,07/01/2021,06/30/2023,Intermediate Care Facility for the Developmentally Disabled,SUNCOAST NEW OPTIONS TUNIS STREET  LLC,4748 TUNIS STREET,,JACKSONVILLE,FL,32205,Duval,(904) 389-3900,4748 TUNIS STREET,,JACKSONVILLE,FL,32205,Duval,LICENSED,SUNCOAST NEW OPTIONS TUNIS STREET  LLC,07/01/2021,RICHARD GARY,6,For-Profit,
26995985,,10/06/2022,,Clinical Laboratory,SUNCOAST NEW OPTIONS TUNIS STREET  LLC,4748 TUNIS STREET,,JACKSONVILLE,FL,32205,Duval,(352) 372-0130,4748 TUNIS STREET,,JACKSONVILLE,FL,32205,Duval,FED CERTIFIED,,,,0,,
14065,13320,05/27/2021,05/26/2023,Health Care Clinic Exemption,SUNCOAST THERAPY LLC,6859 BELFORT OAKS PL,,JACKSONVILLE,FL,32216,Duval,(941) 485-0121,2003 S EASTON RD STE 306,,DOYLESTOWN,PA,18929,,EXEMP CERTIFIED,,02/18/2019,,0,For-Profit,
16000,15414,04/26/2021,04/25/2023,Health Care Clinic Exemption,SUNCOAST THERAPY LLC,6196 LAKE GRAY BLVD  STE 116,,JACKSONVILLE,FL,32244,Duval,(941) 485-0121,2003 S EASTON RD  STE 308,,DOYLESTOWN,PA,18929,,EXEMP CERTIFIED,,04/26/2021,,0,For-Profit,
11967697,11689,12/06/2020,12/05/2022,Assisted Living Facility,SUNRISE OF JACKSONVILLE,4870 BELFORT ROAD,,JACKSONVILLE,FL,32256,Duval,(904) 332-0774,4870 BELFORT ROAD,,JACKSONVILLE,FL,32256,Duval,IN REVIEW,MS JACKSONVILLE SH LLC,02/14/2013,MICHELLE CYPRANOWSKI,100,For-Profit,http://www.sunriseseniorliving.com/communities/sunrise-of-jacksonville/overview.aspx
26996276,,12/07/2020,,Clinical Laboratory,SUNRISE SENIOR LIVING OF JACKSONVILLE,4570 BELFORT RD,,JACKSONVILLE,FL,32256,Duval,(904) 332-0774,4570 BELFORT RD,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,,,0,,
39974767,238947,11/02/2022,11/01/2024,Homemaker and Companion Service,SUNSHINE COMPANION SERVICES INC.,1801 FOREST HILLS RD,,JACKSONVILLE,FL,32208,Duval,(904) 486-6784,1801 FOREST HILLS RD,,JACKSONVILLE,FL,32208,Duval,REGISTERED,SUNSHINE COMPANION SERVICES INC.,10/03/2022,YATAE KENESHIA BRYANT BELL,0,For-Profit,
39968231,235381,09/03/2022,09/02/2024,Homemaker and Companion Service,SUNSHINE HEART HOMECARE LLC,101 CENTURY 21 DR,STE 206,JACKSONVILLE,FL,32216-9293,Duval,(904) 422-6647,9378 ARLINGTON EXPY PMB 218,,JACKSONVILLE,FL,32225-8213,Duval,REGISTERED,SUNSHINE HEART HOMECARE LLC,11/04/2013,JUDITH ALICIA MCLEOD,0,For-Profit,sunshinehearthomecare.com
39972754,237452,03/23/2021,03/22/2023,Homemaker and Companion Service,SUNSHINE PROVIDER SERVICES,1211 W 7TH ST  APT # 1,,JACKSONVILLE,FL,32209,Duval,(904) 635-0223,1211 W 7TH ST  APT # 1,,JACKSONVILLE,FL,32209,Duval,REGISTERED,KENA JACKSON,02/24/2021,KENA JACKSON,0,For-Profit,
39973147,237789,07/15/2021,07/14/2023,Homemaker and Companion Service,SUPERIOR AT HOME CARE LLC,6017 ROOSEVELT BLVD 129,,JACKSONVILLE,FL,32244,Duval,(904) 910-6775,6017 ROOSEVELT BLVD 129,,JACKSONVILLE,FL,32244,Duval,REGISTERED,SUPERIOR AT HOME CARE LLC,06/11/2021,STACY CONLEY,0,For-Profit,
16834,16257,10/01/2022,11/01/2023,Health Care Clinic Exemption,SUPERIOR HEALTH AND WELLNESS GROUP,101 CENTURY 21 STE 202,,JACKSONVILLE,FL,32216,Duval,(904) 257-6882,2223 ANGELCREEK CT,,JACKSONVILLE,FL,32221,Duval,EXEMP CERTIFIED,,11/02/2021,,0,For-Profit,
2239,2136,05/13/2022,06/12/2023,Health Care Services Pool,SUPERIOR MEDICAL STAFFING SERVICES,8850 GOODBYS EXECUTIVE DR,STE C,JACKSONVILLE,FL,32217-4668,Duval,(904) 636-5600,8850 GOODBYS EXECUTIVE DR,STE C,JACKSONVILLE,FL,32217-4668,Duval,REGISTERED,RUTHERFORD MEDICAL HOLDINGS  LLC,03/07/2019,MICHAEL RUTHERFORD,0,For-Profit,
14960963,1444,02/24/2022,02/23/2024,Ambulatory Surgical Center,SURGCENTER OF GREATER JACKSONVILLE LLC,9143 PHILLIPS HIGHWAY,,JACKSONVILLE,FL,32256,Duval,(954) 895-7077,9143 PHILLIPS HIGHWAY,,JACKSONVILLE,FL,32256,Duval,LICENSED,SURGCENTER OF GREATER JACKSONVILLE LLC,08/14/2019,ARIEL GAUTHIER,0,For-Profit,In progress
26990286,,07/02/2019,,Clinical Laboratory,SURGCENTER OF GREATER JACKSONVILLE  LLC,9143 PHILLIPS HIGHWAY  SUITE 500,,JACKSONVILLE,FL,32256,Duval,(904) 233-0597,9143 PHILLIPS HIGHWAY  SUITE 500,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,07/17/2019,,0,,
39974586,238759,08/12/2022,08/11/2024,Homemaker and Companion Service,SURROUNDED BY LOVE SUPPORT SERVICES LLC,9045 GLOUCESTERSHIRE CT,,JACKSONVILLE,FL,32219,Duval,(904) 866-3717,9045 GLOUCESTERSHIRE CT,,JACKSONVILLE,FL,32219,Duval,REGISTERED,SURROUNDED BY LOVE SUPPORT SERVICES LLC,07/29/2022,TAMEKA JONES,0,For-Profit,
39975097,239153,02/16/2023,02/15/2025,Homemaker and Companion Service,SURROUNDING CIRCLE OF CARE LLC,7951 LAKE PARK DR,,JACKSONVILLE,FL,32208,Duval,(904) 349-3481,7951 LAKE PARK DR,,JACKSONVILLE,FL,32208,Duval,REGISTERED,SURROUNDING CIRCLE OF CARE LLC,02/16/2023,PAMELA ROBINSON,0,For-Profit,
39970030,235684,02/03/2023,02/02/2025,Homemaker and Companion Service,SURROUNDING WITH CARE,8664 JULIA MARIE CIR,,JACKSONVILLE,FL,32210,Duval,(904) 762-3894,8664 JULIA MARIE CIR,,JACKSONVILLE,FL,32210,Duval,REGISTERED,DESTEIRA HAMILTON,10/20/2017,DESTEIRA S HAMILTON,0,For-Profit,www.surroundingwithcare.com
689600522,427,11/30/2021,11/29/2023,Home Health Agency Exemption,SURROUNDING WITH CARE,8664 JULIA MARIE CIR,,JACKSONVILLE,FL,32210,Duval,(904) 762-3894,8664 JULIA MARIE CIR,,JACKSONVILLE,FL,32210,Duval,EXEMP CERTIFIED,DESTEIRA S HAMILTON,11/10/2021,,0,For-Profit,
981,903,11/02/2021,11/01/2023,Health Care Services Pool,SUWANNEE MEDICAL PERSONNEL,1460 CASSAT AVE STE A,,JACKSONVILLE,FL,32205,Duval,(904) 384-4402,817 NW 56TH TERR,STE A,GAINESVILLE,FL,32605-6401,Alachua,REGISTERED,ROSE GROUP INC (THE),07/06/2007,FREDERICK CHARLES ROGERS,0,For-Profit,www.suwanneemedical.com
39974346,238622,06/08/2022,06/07/2024,Homemaker and Companion Service,SWL HOME CARE AGENCY LLC,6859 LENOX AVE,STE 18,JACKSONVILLE,FL,32205,Duval,(904) 374-6405,6859 LENOX AVE,STE 18,JACKSONVILLE,FL,32205,Duval,REGISTERED,SWL HOME CARE AGENCY LLC,05/19/2022,LATANIA SMITH-WASHINGTON,0,For-Profit,
27007932,,03/03/2022,,Clinical Laboratory,SWL SERVICES LLC,6859 LENOX AVE  STE 18,,JACKSONVILLE,FL,32205,Duval,(800) 341-5024,6859 LENOX AVE  STE 18,,JACKSONVILLE,FL,32205,Duval,FED CERTIFIED,,12/01/2021,,0,,
39972421,237472,04/01/2021,03/31/2023,Homemaker and Companion Service,SYLVIA PERSONAL SUPPORT & HOMECARE LLC,922 THUNDERBOLT DR,,JACKSONVILLE,FL,32221,Duval,(904) 365-0485,9228 THUNDERBOLT DR,,JACKSONVILLE,FL,32221,Duval,REGISTERED,SYLVIA PERSONAL SUPPORT & HOMECARE LLC,10/22/2020,JASON DANIELS,0,For-Profit,
